rider_id,rider_name,joining_date,vehicle_type,city
RDR449,Baljiwan Dutt,2025-07-27,Bike,Pune
RDR450,Samarth Dewan,2026-05-03,Bike,Pune
RDR451,Rachana Tailor,2025-10-31,Bike,Mumbai
RDR452,Garima Parmer,2024-07-12,Bicycle,Pune
RDR453,Daksh Deep,2025-04-02,Scooter,Mumbai
RDR454,Xalak Bakshi,2026-02-12,Scooter,Mumbai
RDR455,Vedika Shenoy,2025-10-30,Bike,Bangalore
RDR456,Kevin Parmar,2025-07-11,Scooter,Pune
RDR457,Anita Balan,2026-01-24,Bike,Bangalore
RDR458,Vyanjana Murthy,2025-08-20,Bicycle,Bangalore
RDR459,Lakshit Sengupta,2025-10-11,Scooter,Mumbai
RDR460,Utkarsh Nazareth,2025-02-11,Scooter,Bangalore
RDR461,Kavya Narula,2024-08-14,Scooter,Mumbai
RDR462,Frado Mittal,2025-08-16,Bike,Mumbai
RDR463,Laban Mohan,2024-12-01,Bicycle,Mumbai
RDR464,Mitesh Mallick,2026-03-29,Bike,Pune
RDR465,Shivansh Chander,2025-02-28,Bike,Mumbai
RDR466,Aarush Kurian,2026-04-24,Bike,Bangalore
RDR467,Bishakha Sodhi,2024-08-14,Bike,Bangalore
RDR468,Indali Doshi,2026-01-06,Scooter,Bangalore
RDR469,Aarnav Dey,2024-10-03,Bicycle,Pune
RDR470,Jalsa Kara,2024-12-25,Scooter,Bangalore
RDR471,Chatresh Sekhon,2024-12-20,Bike,Bangalore
RDR472,Imaran Narayanan,2025-11-10,Bike,Bangalore
RDR473,Amol Mody,2024-07-15,Scooter,Mumbai
RDR474,Caleb Balay,2025-05-02,Bicycle,Bangalore
RDR475,David Thaker,2026-05-18,Bike,Pune
RDR476,Ishita Raju,2024-08-26,Scooter,Bangalore
RDR477,Fitan Chand,2026-03-05,Scooter,Mumbai
RDR478,Radha Ramachandran,2025-09-23,Scooter,Mumbai
RDR479,Raghav Singh,2024-07-06,Bicycle,Pune
RDR480,Tara Rout,2025-12-31,Bike,Pune
RDR481,Sudiksha Mital,2025-09-14,Scooter,Mumbai
RDR482,Abdul Sunder,2026-03-13,Bicycle,Pune
RDR483,Mekhala Anand,2025-04-19,Bicycle,Mumbai
RDR484,Jagvi Varghese,2024-11-10,Bike,Pune
RDR485,Harinakshi Badami,2024-09-19,Bike,Mumbai
RDR486,Dayamai Ray,2026-02-28,Bike,Bangalore
RDR487,Tanay Sangha,2024-08-17,Bicycle,Mumbai
RDR488,Unnati Deshpande,2024-11-17,Bike,Bangalore
RDR489,Shaurya Badal,2024-08-03,Bike,Bangalore
RDR490,Hredhaan Sundaram,2025-10-09,Scooter,Bangalore
RDR491,Ojas Shere,2026-03-18,Bicycle,Pune
RDR492,Dhriti Gokhale,2026-02-24,Scooter,Pune
RDR493,Dominic Ganesh,2026-04-28,Scooter,Mumbai
RDR494,Pranav Sura,2026-05-12,Bike,Bangalore
RDR495,Frado Bal,2026-03-13,Scooter,Pune
RDR496,Forum Kant,2025-10-09,Bicycle,Bangalore
RDR497,Lipika Baria,2025-03-14,Scooter,Pune
RDR498,Hiral Sharaf,2025-07-15,Scooter,Bangalore
RDR499,Edhitha Talwar,2024-06-07,Bicycle,Pune
RDR500,Manbir Panchal,2025-01-24,Scooter,Pune
