customer_id,customer_name,city,area,signup_date,customer_segment
CUST1274,Dalaja Rai,Mumbai,Borivali,2024-05-17,Regular
CUST1275,Janani Kala,Bangalore,Indiranagar,2024-07-04,Premium
CUST1276,Kashvi Barad,Pune,Wakad,2026-02-24,Regular
CUST1277,Lipika Bhakta,Mumbai,Borivali,2023-10-24,Premium
CUST1278,Qasim Varty,Bangalore,Koramangala,2026-02-21,Regular
CUST1279,Ishita Sastry,Pune,Viman Nagar,2024-10-16,Premium
CUST1280,Tarak Sawhney,Mumbai,Powai,2024-08-19,Premium
CUST1281,Parth Biswas,Pune,Wakad,2023-11-11,New
CUST1282,Leela Mahal,Mumbai,Kurla,2025-06-02,Regular
CUST1283,Chameli Solanki,Mumbai,Borivali,2026-03-31,New
CUST1284,Krisha Salvi,Bangalore,Whitefield,2024-11-19,Premium
CUST1285,Aradhana Maharaj,Bangalore,Indiranagar,2024-10-29,Regular
CUST1286,Yadavi Sundaram,Pune,Aundh,2025-07-21,Premium
CUST1287,Ekbal Sanghvi,Mumbai,Borivali,2023-08-21,Regular
CUST1288,Darpan Issac,Mumbai,Andheri,2026-03-07,New
CUST1289,Kai Brahmbhatt,Pune,Viman Nagar,2024-09-20,New
CUST1290,Omisha Gulati,Bangalore,HSR Layout,2025-06-08,New
CUST1291,Pavani Mangal,Bangalore,Indiranagar,2024-05-01,Premium
CUST1292,Tanveer Mallick,Mumbai,Dadar,2023-09-14,New
CUST1293,Pranav Chatterjee,Mumbai,Andheri,2024-03-23,New
CUST1294,Samaksh Bail,Bangalore,Jayanagar,2023-07-09,Premium
CUST1295,Neelima Prakash,Pune,Aundh,2025-11-03,Regular
CUST1296,Yuvraj Suri,Mumbai,Andheri,2024-11-24,Regular
CUST1297,Odika Mani,Bangalore,HSR Layout,2025-12-18,Regular
CUST1298,Zansi Ratti,Mumbai,Powai,2024-01-01,Regular
CUST1299,Leena Kibe,Pune,Hadapsar,2024-06-23,Premium
CUST1300,Pavani Ganesh,Bangalore,HSR Layout,2025-07-05,Regular
CUST1301,Banjeet Raghavan,Pune,Hadapsar,2024-12-11,Premium
CUST1302,Timothy Bumb,Bangalore,BTM Layout,2025-10-01,Regular
CUST1303,Mahika Kulkarni,Pune,Hadapsar,2024-07-30,Regular
CUST1304,Varenya Bahri,Pune,Kothrud,2025-08-25,Regular
CUST1305,Saksham Comar,Bangalore,Whitefield,2024-12-24,New
CUST1306,Anya Dixit,Bangalore,Koramangala,2024-02-18,Premium
CUST1307,Ucchal Sarraf,Bangalore,HSR Layout,2024-08-17,Premium
CUST1308,Rajata Prabhu,Bangalore,Koramangala,2024-11-10,New
CUST1309,Samesh Sen,Mumbai,Kurla,2023-12-01,Premium
CUST1310,Jeevika Soni,Pune,Hadapsar,2024-10-02,Regular
CUST1311,Zarna Nadkarni,Mumbai,Bandra,2025-05-08,Regular
CUST1312,Yashodhara Deshpande,Pune,Wakad,2025-03-03,Regular
CUST1313,Peter Radhakrishnan,Mumbai,Bandra,2026-03-26,Regular
CUST1314,Jalsa Raman,Pune,Aundh,2023-06-17,Regular
CUST1315,Vasana Sem,Bangalore,Jayanagar,2024-04-10,Premium
CUST1316,Matthew Bobal,Mumbai,Andheri,2023-06-28,New
CUST1317,Tristan Loke,Pune,Hadapsar,2024-10-06,New
CUST1318,Kavya Baria,Mumbai,Kurla,2024-09-30,New
CUST1319,Pranit Seshadri,Pune,Koregaon Park,2026-04-19,Regular
CUST1320,Yashica Bir,Bangalore,HSR Layout,2024-12-02,Premium
CUST1321,Rachana Sant,Mumbai,Thane,2025-03-12,Premium
CUST1322,Upasna Rao,Mumbai,Borivali,2024-03-04,Regular
CUST1323,Nilima Hayre,Mumbai,Kurla,2023-06-07,Premium
CUST1324,Lucky Dave,Bangalore,Jayanagar,2025-05-19,New
CUST1325,Sanya Dayal,Mumbai,Andheri,2024-11-05,Regular
CUST1326,Vinaya Sengupta,Pune,Baner,2024-04-02,New
CUST1327,Vincent Sharma,Mumbai,Andheri,2026-05-13,New
CUST1328,Warjas Kaur,Pune,Kothrud,2024-08-24,New
CUST1329,Naksh Naidu,Pune,Viman Nagar,2025-08-09,Premium
CUST1330,Yahvi Chauhan,Pune,Baner,2026-01-07,Regular
CUST1331,Jagat Jhaveri,Bangalore,HSR Layout,2025-02-19,Regular
CUST1332,Kabir Borah,Mumbai,Dadar,2025-07-02,New
CUST1333,Priya Kashyap,Mumbai,Bandra,2023-12-11,New
CUST1334,Ethan Shere,Mumbai,Bandra,2024-07-16,Premium
CUST1335,Unni Dey,Mumbai,Dadar,2024-04-29,Regular
CUST1336,Siya Mahajan,Bangalore,BTM Layout,2024-10-08,New
CUST1337,Rushil Dass,Mumbai,Powai,2025-05-23,New
CUST1338,Sachi Jain,Pune,Kothrud,2026-01-18,Regular
CUST1339,Unnati Raju,Mumbai,Bandra,2026-04-27,New
CUST1340,Ekansh De,Pune,Kothrud,2026-01-03,New
CUST1341,Victor Soman,Bangalore,Jayanagar,2023-10-23,Regular
CUST1342,Turvi Das,Pune,Koregaon Park,2024-12-24,New
CUST1343,Pahal Peri,Pune,Hadapsar,2024-01-28,New
CUST1344,Andrew Varkey,Pune,Kothrud,2024-01-15,Premium
CUST1345,Chanakya Varghese,Mumbai,Kurla,2024-04-02,Regular
CUST1346,George Saha,Mumbai,Dadar,2024-01-12,New
CUST1347,Sanaya Mander,Bangalore,BTM Layout,2025-09-04,Regular
CUST1348,Brijesh Ganesan,Mumbai,Thane,2026-02-23,Regular
CUST1349,Tripti Rajagopal,Mumbai,Andheri,2025-06-23,New
CUST1350,Aarnav Dyal,Mumbai,Powai,2025-06-04,New
CUST1351,Dev Roy,Mumbai,Borivali,2024-08-28,New
CUST1352,Nakul Banerjee,Bangalore,Jayanagar,2023-07-24,New
CUST1353,Devansh Doshi,Bangalore,Whitefield,2026-01-18,Premium
CUST1354,Gagan Dara,Mumbai,Kurla,2023-09-29,Regular
CUST1355,Anjali Bava,Bangalore,Koramangala,2024-08-10,Premium
CUST1356,Shravya Hora,Bangalore,HSR Layout,2024-07-10,Premium
CUST1357,Fitan Dugar,Bangalore,HSR Layout,2023-12-18,Regular
CUST1358,Ethan Kothari,Pune,Kothrud,2023-07-30,New
CUST1359,Lekha Ghosh,Mumbai,Kurla,2026-03-17,Regular
CUST1360,Wriddhish Mallick,Bangalore,BTM Layout,2025-06-09,Premium
CUST1361,Dominic Dani,Bangalore,Jayanagar,2026-03-12,Premium
CUST1362,Maanas Mohan,Pune,Koregaon Park,2024-04-22,Premium
CUST1363,Hiral Padmanabhan,Mumbai,Bandra,2026-05-16,Premium
CUST1364,Januja Cherian,Pune,Wakad,2024-12-02,Premium
CUST1365,Zansi Kannan,Pune,Koregaon Park,2024-05-12,Regular
CUST1366,Ethan Rout,Bangalore,HSR Layout,2024-05-30,New
CUST1367,Radha Mand,Bangalore,Indiranagar,2023-06-20,Premium
CUST1368,Wyatt Garde,Mumbai,Powai,2025-06-28,Premium
CUST1369,Adweta Parmar,Pune,Koregaon Park,2024-07-25,Regular
CUST1370,Kavya Keer,Mumbai,Borivali,2025-11-26,Regular
CUST1371,Girik Gupta,Mumbai,Borivali,2025-11-06,Regular
CUST1372,Garima Sathe,Pune,Aundh,2024-07-30,Regular
CUST1373,Shivani Venkataraman,Bangalore,BTM Layout,2025-09-07,Regular
CUST1374,Warhi Dhar,Pune,Kothrud,2023-09-30,New
CUST1375,Inaya Ramanathan,Bangalore,BTM Layout,2025-07-14,Regular
CUST1376,Charita Bobal,Pune,Koregaon Park,2023-10-17,Regular
CUST1377,Laban Mann,Pune,Aundh,2026-02-17,New
CUST1378,Aarna Gulati,Bangalore,Whitefield,2023-07-11,Premium
CUST1379,Vanya Chana,Mumbai,Thane,2025-04-05,Regular
CUST1380,Ucchal Chauhan,Bangalore,BTM Layout,2025-05-14,Regular
CUST1381,Frado Aurora,Pune,Baner,2023-08-26,Regular
CUST1382,Ijaya Wable,Bangalore,BTM Layout,2024-01-28,Regular
CUST1383,Omisha Vala,Mumbai,Andheri,2025-01-31,Regular
CUST1384,Indrajit Sundaram,Mumbai,Dadar,2026-01-22,New
CUST1385,Damini Saran,Bangalore,HSR Layout,2025-10-07,Premium
CUST1386,Vedhika Sampath,Mumbai,Andheri,2025-12-29,Regular
CUST1387,Baljiwan Dugar,Mumbai,Powai,2023-10-21,New
CUST1388,Mitesh Venkatesh,Mumbai,Kurla,2023-10-20,Regular
CUST1389,Eesha Kota,Pune,Aundh,2025-07-12,New
CUST1390,Ati Kashyap,Mumbai,Dadar,2024-06-10,Regular
CUST1391,Kala Kaul,Mumbai,Powai,2025-01-27,Regular
CUST1392,Falguni Shere,Bangalore,Jayanagar,2025-09-02,New
CUST1393,Jonathan Nagarajan,Mumbai,Bandra,2025-04-17,Premium
CUST1394,Ria Baral,Mumbai,Dadar,2024-04-10,Regular
CUST1395,Abhiram Chaudry,Bangalore,Whitefield,2025-10-05,Premium
CUST1396,Kashish Kannan,Bangalore,Indiranagar,2023-10-16,New
CUST1397,Abeer Bhavsar,Bangalore,BTM Layout,2025-12-11,Regular
CUST1398,Pranit Baria,Bangalore,BTM Layout,2026-04-01,New
CUST1399,Bina Lala,Pune,Aundh,2024-01-07,New
CUST1400,Leela Mangat,Pune,Wakad,2025-04-21,New
CUST1401,Mitali Bhagat,Pune,Baner,2026-05-31,Regular
CUST1402,Frado Sahni,Mumbai,Powai,2024-10-23,Premium
CUST1403,Vanya Khanna,Bangalore,HSR Layout,2023-11-15,Regular
CUST1404,Karan Kala,Pune,Hadapsar,2024-07-02,New
CUST1405,Dakshesh Sarin,Mumbai,Thane,2024-10-12,Regular
CUST1406,Chameli Sachdev,Pune,Aundh,2026-02-21,Regular
CUST1407,Raagini Mandal,Bangalore,Whitefield,2025-09-27,Regular
CUST1408,Warhi More,Mumbai,Dadar,2025-08-14,Premium
CUST1409,Charan Sarma,Pune,Baner,2023-12-15,New
CUST1410,Lucky Mane,Pune,Wakad,2024-12-15,Premium
CUST1411,Samarth Setty,Pune,Aundh,2025-05-31,New
CUST1412,Rayaan Kara,Pune,Hadapsar,2026-04-24,New
CUST1413,Yagnesh Singhal,Bangalore,HSR Layout,2023-06-08,Regular
CUST1414,Dalaja Sankaran,Bangalore,Koramangala,2024-02-03,Regular
CUST1415,Yashawini Lal,Pune,Hadapsar,2025-05-11,New
CUST1416,Caleb Varty,Pune,Wakad,2025-03-09,New
CUST1417,Owen Kumar,Mumbai,Dadar,2025-03-11,Premium
CUST1418,Azaan Walia,Bangalore,Whitefield,2024-02-12,Regular
CUST1419,George Sachar,Mumbai,Kurla,2023-10-29,Regular
CUST1420,Ekiya Prabhu,Mumbai,Bandra,2023-06-05,Regular
CUST1421,William Aurora,Bangalore,BTM Layout,2026-03-20,Premium
CUST1422,Jairaj Lalla,Mumbai,Borivali,2023-06-18,New
CUST1423,Noah Munshi,Bangalore,Jayanagar,2024-01-18,Premium
CUST1424,Chavvi Joshi,Mumbai,Borivali,2026-03-31,Regular
CUST1425,Krisha Raman,Bangalore,Whitefield,2024-01-31,New
CUST1426,Amara Balan,Pune,Kothrud,2025-02-03,New
CUST1427,Edhitha Master,Mumbai,Dadar,2023-09-18,Regular
CUST1428,Ekaraj Mammen,Mumbai,Powai,2024-06-18,Regular
CUST1429,Janani Keer,Bangalore,Whitefield,2024-02-14,New
CUST1430,Idika Arya,Bangalore,Indiranagar,2024-04-15,Premium
CUST1431,Tanvi Konda,Bangalore,HSR Layout,2026-05-04,Regular
CUST1432,Yamini Bajaj,Bangalore,Indiranagar,2024-01-17,Regular
CUST1433,Faraj Misra,Bangalore,HSR Layout,2024-09-04,Premium
CUST1434,William Pandit,Mumbai,Thane,2024-10-16,Regular
CUST1435,Saanvi Ram,Bangalore,Koramangala,2024-02-18,Regular
CUST1436,Chameli Acharya,Bangalore,Indiranagar,2023-09-19,Regular
CUST1437,Tara Swaminathan,Bangalore,Indiranagar,2026-04-30,Regular
CUST1438,Gayathri Sachar,Bangalore,HSR Layout,2024-01-23,Premium
CUST1439,Ayush Hora,Bangalore,Whitefield,2024-11-13,Regular
CUST1440,Samuel Narain,Pune,Aundh,2023-08-22,Regular
CUST1441,Alka Saha,Bangalore,Indiranagar,2024-07-24,New
CUST1442,Om Lad,Mumbai,Bandra,2026-05-26,Regular
CUST1443,Daksh Badami,Bangalore,BTM Layout,2024-03-09,Regular
CUST1444,Suhani Konda,Pune,Hadapsar,2024-06-02,Premium
CUST1445,Abhiram Pal,Bangalore,Koramangala,2023-06-09,New
CUST1446,Hemani Thakur,Pune,Hadapsar,2025-11-17,Premium
CUST1447,Yasti Dass,Mumbai,Kurla,2025-03-10,Premium
CUST1448,Alexander De,Mumbai,Powai,2025-07-30,Regular
CUST1449,Liam Sha,Mumbai,Kurla,2026-01-04,New
CUST1450,Wazir Babu,Pune,Aundh,2024-12-03,Regular
CUST1451,Jeet Goyal,Bangalore,BTM Layout,2023-09-15,New
CUST1452,Rohan Yohannan,Pune,Viman Nagar,2026-04-20,New
CUST1453,Warhi Zachariah,Bangalore,HSR Layout,2025-06-27,Regular
CUST1454,Samuel Mittal,Mumbai,Andheri,2025-06-21,Premium
CUST1455,Netra Gara,Pune,Wakad,2024-02-01,Premium
CUST1456,Wishi Gade,Mumbai,Thane,2024-01-02,Premium
CUST1457,Hiral Nagi,Mumbai,Bandra,2024-04-18,Regular
CUST1458,Madhavi Devi,Bangalore,Indiranagar,2026-05-01,Regular
CUST1459,Yash Bandi,Mumbai,Powai,2024-06-22,Regular
CUST1460,Libni Sharma,Pune,Baner,2025-06-14,Regular
CUST1461,Anika Nagar,Pune,Kothrud,2025-01-24,New
CUST1462,Siddharth Loke,Pune,Viman Nagar,2026-01-18,Regular
CUST1463,Warda Barad,Mumbai,Kurla,2024-10-19,Regular
CUST1464,Tripti Kanda,Pune,Wakad,2026-03-26,Regular
CUST1465,Gagan Deshmukh,Bangalore,HSR Layout,2024-12-07,Regular
CUST1466,Eta Edwin,Mumbai,Thane,2025-10-04,New
CUST1467,Peter Borde,Bangalore,Indiranagar,2024-12-22,Regular
CUST1468,Hamsini Kaul,Pune,Baner,2024-08-02,Regular
CUST1469,Oscar Ahuja,Bangalore,Indiranagar,2025-03-22,New
CUST1470,Rachita Verma,Pune,Hadapsar,2024-10-10,Regular
CUST1471,Samesh Shere,Pune,Hadapsar,2024-08-07,Premium
CUST1472,Michael Dara,Mumbai,Bandra,2024-08-20,New
CUST1473,Harsh Wali,Bangalore,BTM Layout,2024-12-29,Regular
CUST1474,Hredhaan Devi,Pune,Aundh,2024-02-17,New
CUST1475,Aayush Balay,Mumbai,Thane,2024-08-13,Regular
CUST1476,Yashodhara Singh,Bangalore,BTM Layout,2024-01-21,Regular
CUST1477,Yasti Modi,Bangalore,Indiranagar,2024-07-12,Regular
CUST1478,Jairaj Swaminathan,Mumbai,Powai,2025-07-16,Regular
CUST1479,Teerth Kala,Pune,Aundh,2024-06-26,Regular
CUST1480,Wriddhish Goswami,Pune,Wakad,2025-05-23,Regular
CUST1481,Arin Narula,Pune,Wakad,2024-12-26,Regular
CUST1482,Rayaan Halder,Bangalore,BTM Layout,2023-08-26,New
CUST1483,Maanav Khatri,Mumbai,Dadar,2025-10-19,Regular
CUST1484,Krishna Oak,Pune,Kothrud,2024-11-19,Premium
CUST1485,Hemang Chowdhury,Mumbai,Kurla,2024-10-29,Regular
CUST1486,Kashish Balay,Pune,Viman Nagar,2025-08-07,Premium
CUST1487,Dakshesh Nayak,Bangalore,Koramangala,2025-01-20,Regular
CUST1488,Yahvi Walla,Pune,Koregaon Park,2023-09-01,Regular
CUST1489,Pranit Doctor,Mumbai,Thane,2024-01-27,Regular
CUST1490,Zayyan Swamy,Bangalore,Whitefield,2026-01-10,Regular
CUST1491,Sai Kant,Pune,Wakad,2024-10-27,Regular
CUST1492,Viraj Gupta,Bangalore,Koramangala,2025-11-10,Regular
CUST1493,Naveen Setty,Bangalore,Koramangala,2026-01-02,Regular
CUST1494,Oni Singhal,Mumbai,Borivali,2024-10-12,Regular
CUST1495,Turvi Bhalla,Pune,Kothrud,2025-08-12,Premium
CUST1496,Yamini Madan,Pune,Viman Nagar,2024-08-07,Regular
CUST1497,Aashi Malhotra,Pune,Baner,2023-08-29,New
CUST1498,Mohammed Bal,Pune,Kothrud,2025-03-26,New
CUST1499,Sanaya Mohanty,Pune,Aundh,2024-09-21,New
CUST1500,Nirja Parmer,Bangalore,Indiranagar,2025-09-28,Regular
CUST1501,Anamika Ram,Mumbai,Powai,2025-10-29,New
CUST1502,Darpan Kakar,Bangalore,HSR Layout,2025-11-01,Premium
CUST1503,Manbir Pau,Bangalore,HSR Layout,2026-03-18,Regular
CUST1504,Vamakshi Venkataraman,Pune,Koregaon Park,2025-09-17,Regular
CUST1505,Unnati Ramanathan,Pune,Aundh,2026-05-23,Regular
CUST1506,Saksham Panchal,Mumbai,Bandra,2024-11-17,Premium
CUST1507,Siddharth Contractor,Bangalore,Koramangala,2025-09-03,Regular
CUST1508,Ekbal Nayar,Pune,Baner,2024-11-08,Regular
CUST1509,Yutika Dhawan,Mumbai,Powai,2024-10-21,New
CUST1510,Gopal Banerjee,Pune,Koregaon Park,2024-07-16,Premium
CUST1511,Divya Nadkarni,Pune,Aundh,2023-06-22,New
CUST1512,Omya Chaudhary,Bangalore,Whitefield,2024-07-29,Regular
CUST1513,William Mani,Pune,Koregaon Park,2026-03-07,Premium
CUST1514,Bahadurjit Ray,Pune,Koregaon Park,2023-09-15,Premium
CUST1515,Mason Srinivasan,Bangalore,Jayanagar,2025-04-18,New
CUST1516,Fitan Bir,Mumbai,Thane,2025-09-29,Premium
CUST1517,Ekavir Sha,Mumbai,Dadar,2024-08-17,New
CUST1518,Amruta Savant,Mumbai,Bandra,2024-04-29,New
CUST1519,Maya Ganesh,Mumbai,Thane,2025-05-03,New
CUST1520,Oviya Sastry,Mumbai,Dadar,2026-02-06,Premium
CUST1521,Balhaar Dora,Mumbai,Dadar,2024-09-13,Premium
CUST1522,Chakrika Bhargava,Pune,Koregaon Park,2024-06-08,New
CUST1523,Barkha Sama,Bangalore,Koramangala,2023-07-20,Premium
CUST1524,Ijaya Aurora,Pune,Koregaon Park,2026-04-20,Regular
CUST1525,Edhitha Hayer,Bangalore,HSR Layout,2025-09-24,Premium
CUST1526,William Bhatti,Bangalore,HSR Layout,2024-10-07,New
CUST1527,Chanchal Sane,Mumbai,Kurla,2025-04-21,Regular
CUST1528,Raghav Mannan,Pune,Aundh,2026-04-10,Regular
CUST1529,Chakradhar Chahal,Bangalore,Indiranagar,2026-02-03,Regular
CUST1530,Anmol Rege,Mumbai,Andheri,2023-07-18,Premium
CUST1531,Nisha Desai,Mumbai,Andheri,2025-04-01,New
CUST1532,Faras Bhatia,Bangalore,Whitefield,2025-10-18,New
CUST1533,Yug Chana,Bangalore,BTM Layout,2024-01-08,Regular
CUST1534,Gautami Madan,Bangalore,Jayanagar,2024-12-30,Regular
CUST1535,Ekta Kale,Bangalore,Whitefield,2023-07-12,Regular
CUST1536,Madhavi Sami,Bangalore,Jayanagar,2026-01-09,Regular
CUST1537,Chatresh Palla,Mumbai,Dadar,2023-12-06,Regular
CUST1538,Vasana Lalla,Mumbai,Powai,2026-04-25,Regular
CUST1539,Nikita Saxena,Bangalore,HSR Layout,2024-04-02,New
CUST1540,Krishna Sampath,Bangalore,BTM Layout,2024-07-26,New
CUST1541,Anamika Borah,Bangalore,Indiranagar,2024-06-06,Regular
CUST1542,Warhi Sinha,Mumbai,Kurla,2024-06-23,Regular
CUST1543,Falguni Sagar,Pune,Koregaon Park,2025-09-04,Regular
CUST1544,Simon Rajagopal,Mumbai,Bandra,2023-09-13,Regular
CUST1545,Varsha Cherian,Mumbai,Andheri,2023-06-17,Regular
CUST1546,Chanakya Divan,Bangalore,Jayanagar,2024-06-16,Regular
CUST1547,Yadavi Venkatesh,Pune,Koregaon Park,2023-12-19,Regular
CUST1548,Amrita Sura,Bangalore,HSR Layout,2026-02-08,New
CUST1549,Nihal Bhavsar,Mumbai,Thane,2024-12-03,Regular
CUST1550,Xiti Bajaj,Mumbai,Dadar,2023-10-08,Regular
CUST1551,Gunbir Dara,Pune,Kothrud,2025-08-05,Regular
CUST1552,Mitali Gola,Bangalore,BTM Layout,2023-08-29,New
CUST1553,Ati Tara,Pune,Aundh,2023-07-23,Regular
CUST1554,Leena Peri,Bangalore,Jayanagar,2023-08-12,Regular
CUST1555,Vaishnavi Balay,Bangalore,BTM Layout,2023-10-25,New
CUST1556,Ranbir Deol,Bangalore,HSR Layout,2025-02-22,Premium
CUST1557,Faqid Prasad,Mumbai,Kurla,2025-08-14,New
CUST1558,Oeshi Mahajan,Pune,Aundh,2026-02-08,Regular
CUST1559,Tarak Sidhu,Bangalore,BTM Layout,2025-02-09,Regular
CUST1560,Vyanjana Bhatnagar,Bangalore,Jayanagar,2025-08-24,Regular
CUST1561,Turvi Hegde,Mumbai,Andheri,2026-02-28,New
CUST1562,Anya Kannan,Bangalore,Indiranagar,2024-02-24,New
CUST1563,Nidra Sami,Mumbai,Kurla,2024-12-17,Regular
CUST1564,Udyati Keer,Mumbai,Borivali,2025-10-07,Regular
CUST1565,Indrajit Wadhwa,Bangalore,Koramangala,2024-04-18,New
CUST1566,Alka Nagar,Pune,Kothrud,2024-11-05,New
CUST1567,Abhiram Mallick,Bangalore,Jayanagar,2023-07-22,Regular
CUST1568,Jeremiah Baria,Pune,Baner,2024-08-10,Regular
CUST1569,Nidra Rama,Pune,Koregaon Park,2025-04-29,Premium
CUST1570,Jai Toor,Mumbai,Bandra,2026-04-20,Regular
CUST1571,Rishi Uppal,Pune,Hadapsar,2024-10-30,Regular
CUST1572,Onkar Wali,Mumbai,Andheri,2023-08-26,Premium
CUST1573,Girish Chawla,Bangalore,BTM Layout,2023-11-09,New
CUST1574,Ekanta Seshadri,Mumbai,Thane,2024-10-15,Regular
CUST1575,Anvi Dugar,Bangalore,Indiranagar,2023-07-14,Premium
CUST1576,Neelima Rau,Pune,Viman Nagar,2025-07-19,Regular
CUST1577,Darsh Varghese,Bangalore,HSR Layout,2025-01-17,Premium
CUST1578,Ubika Parmar,Mumbai,Borivali,2026-01-03,Regular
CUST1579,Onveer Sagar,Pune,Hadapsar,2024-11-20,Regular
CUST1580,Falak Shukla,Bangalore,Indiranagar,2023-07-15,New
CUST1581,Lavanya Ratti,Bangalore,BTM Layout,2024-11-28,Regular
CUST1582,Gagan Banerjee,Mumbai,Borivali,2024-05-09,Premium
CUST1583,Mohini Halder,Mumbai,Borivali,2024-06-25,Premium
CUST1584,Zinal Chada,Pune,Baner,2025-02-07,Regular
CUST1585,Fariq Bhattacharyya,Mumbai,Powai,2026-03-12,Regular
CUST1586,Neel D’Alia,Pune,Wakad,2025-10-28,Regular
CUST1587,Ikbal Nanda,Bangalore,Jayanagar,2025-10-20,Regular
CUST1588,Yashica Saha,Bangalore,BTM Layout,2026-02-01,Premium
CUST1589,Arjun Bhalla,Bangalore,Jayanagar,2023-12-03,Premium
CUST1590,Rachana Behl,Bangalore,Indiranagar,2026-05-02,New
CUST1591,Hamsini Chadha,Bangalore,Jayanagar,2025-02-16,New
CUST1592,Anthony Arya,Mumbai,Dadar,2024-12-19,New
CUST1593,Ayaan Sharaf,Bangalore,Jayanagar,2024-04-08,Premium
CUST1594,Warinder Kaur,Pune,Viman Nagar,2024-10-08,Regular
CUST1595,Faras Krishnan,Bangalore,Whitefield,2025-12-31,Regular
CUST1596,Udant Mall,Mumbai,Borivali,2025-01-03,Regular
CUST1597,Jhalak Parsa,Bangalore,Jayanagar,2025-09-07,Regular
CUST1598,Krishna Kuruvilla,Bangalore,Jayanagar,2025-06-13,Premium
CUST1599,Veer Pillay,Bangalore,Whitefield,2025-02-12,Premium
CUST1600,Manan Uppal,Mumbai,Kurla,2024-10-21,New
CUST1601,Kiaan Pai,Pune,Koregaon Park,2023-07-24,Regular
CUST1602,Kai Tiwari,Pune,Hadapsar,2023-12-02,New
CUST1603,Robert Kaul,Mumbai,Kurla,2026-04-12,Regular
CUST1604,Yash Chaudhary,Mumbai,Dadar,2025-02-20,New
CUST1605,Vrinda Kapoor,Pune,Hadapsar,2023-08-05,Regular
CUST1606,Nilima Sen,Pune,Aundh,2024-01-12,Regular
CUST1607,Ikbal Palan,Mumbai,Kurla,2025-11-23,Regular
CUST1608,Ansh Sheth,Bangalore,Jayanagar,2025-09-20,Regular
CUST1609,Jeevika Malhotra,Pune,Hadapsar,2024-04-04,Regular
CUST1610,Orinder Balay,Mumbai,Bandra,2026-05-10,Regular
CUST1611,Vanya Parikh,Bangalore,Whitefield,2023-10-21,Regular
CUST1612,Shravya Ahuja,Pune,Kothrud,2024-12-04,Regular
CUST1613,Gaurav Arora,Bangalore,Whitefield,2025-02-01,Premium
CUST1614,Eshana Barad,Pune,Koregaon Park,2023-12-03,Regular
CUST1615,Rachana Khosla,Pune,Viman Nagar,2023-09-18,Premium
CUST1616,Maanav Bumb,Mumbai,Kurla,2023-07-31,New
CUST1617,Vidhi Parsa,Bangalore,Jayanagar,2025-10-17,Regular
CUST1618,Andrew Ramakrishnan,Mumbai,Kurla,2026-02-01,Regular
CUST1619,Charita Nadig,Bangalore,BTM Layout,2024-12-02,New
CUST1620,Ishita Sangha,Bangalore,Indiranagar,2025-10-31,New
CUST1621,Harshil Chawla,Pune,Hadapsar,2023-11-09,New
CUST1622,Warhi Shenoy,Pune,Hadapsar,2023-09-04,Regular
CUST1623,Avi Sami,Mumbai,Andheri,2026-02-14,Regular
CUST1624,Gavin Luthra,Bangalore,Whitefield,2023-12-26,New
CUST1625,Ekaja Baral,Bangalore,Whitefield,2023-08-03,New
CUST1626,Tripti Vala,Mumbai,Dadar,2023-11-20,Premium
CUST1627,Yug Goda,Pune,Wakad,2025-08-13,Premium
CUST1628,Ethan Khosla,Bangalore,Koramangala,2024-06-25,Regular
CUST1629,Mugdha Murthy,Bangalore,BTM Layout,2025-05-27,Premium
CUST1630,Nitara Batta,Mumbai,Thane,2024-05-15,Regular
CUST1631,Upasna Keer,Bangalore,Whitefield,2024-02-13,New
CUST1632,Patrick Rattan,Bangalore,Whitefield,2023-11-01,Regular
CUST1633,Robert Shan,Pune,Viman Nagar,2024-05-09,New
CUST1634,Ekaja Handa,Bangalore,Indiranagar,2024-02-23,Regular
CUST1635,Janaki Virk,Bangalore,HSR Layout,2025-08-19,New
CUST1636,Laban Kohli,Pune,Wakad,2024-04-15,Regular
CUST1637,Timothy Nagi,Mumbai,Powai,2025-07-28,New
CUST1638,Tara Doctor,Bangalore,BTM Layout,2025-09-07,Regular
CUST1639,Nisha Raghavan,Bangalore,Jayanagar,2025-08-22,New
CUST1640,Neha Rout,Bangalore,Whitefield,2024-05-19,Regular
CUST1641,Patrick Sandal,Bangalore,BTM Layout,2025-08-06,Premium
CUST1642,Rehaan Konda,Pune,Koregaon Park,2023-12-21,Regular
CUST1643,Anirudh Lalla,Mumbai,Thane,2025-09-24,Premium
CUST1644,Kai Dara,Pune,Kothrud,2025-09-26,New
CUST1645,Henry Sood,Bangalore,Whitefield,2024-05-03,New
CUST1646,Chakradev Brar,Bangalore,Whitefield,2024-11-13,Regular
CUST1647,Bhavika Devi,Bangalore,HSR Layout,2024-12-10,Regular
CUST1648,Daniel Bhatti,Mumbai,Dadar,2026-01-25,New
CUST1649,Anita Murthy,Bangalore,Koramangala,2023-12-13,Premium
CUST1650,Adweta Soni,Pune,Aundh,2026-05-19,Regular
CUST1651,Samuel Kala,Pune,Hadapsar,2025-04-29,New
CUST1652,Ekanta Garg,Bangalore,Jayanagar,2026-02-27,Regular
CUST1653,Reyansh Kalla,Bangalore,HSR Layout,2024-02-19,Premium
