rider_id,rider_name,joining_date,vehicle_type,city
RDR224,Finn Nagy,2024-12-08,Bike,Mumbai
RDR254,Samaksh Walla,2025-01-19,Bike,Mumbai
RDR256,Hiral Gade,2025-02-12,Bike,Bangalore
RDR257,Gaurangi Golla,2025-07-02,Scooter,Bangalore
RDR278,Vivaan Lalla,2024-12-01,Scooter,Mumbai
RDR286,Robert Setty,2024-10-04,Bike,Mumbai
RDR304,Oviya Borde,2025-07-17,Scooter,Pune
RDR312,Xavier Mital,2024-10-25,Bike,Pune
RDR335,Wridesh Rama,2024-10-04,Bike,Mumbai
RDR340,Panini Khare,2025-01-12,Scooter,Pune
RDR343,Isha Shenoy,2026-02-26,Bike,Mumbai
RDR361,Chameli Virk,2026-02-19,Bicycle,Pune
RDR364,Gagan Dua,2025-09-09,Scooter,Pune
RDR366,Laban Barad,2025-06-20,Bicycle,Bangalore
RDR406,Ojasvi Kala,2025-02-15,Bike,Pune
RDR472,Imaran Narayanan,2025-11-10,Bike,Bangalore
RDR499,Edhitha Talwar,2024-06-07,Bicycle,Pune
RDR005,Harinakshi Hayre,2024-11-27,Bicycle,Bangalore
RDR041,Advika Deol,2024-09-06,Scooter,Pune
RDR050,Kalpit Lad,2026-02-25,Bike,Mumbai
RDR068,Chatura Sathe,2025-04-26,Scooter,Mumbai
RDR084,Harrison Gandhi,2024-07-25,Bike,Bangalore
RDR099,Pranit Tailor,2025-10-26,Bike,Mumbai
RDR100,Xiti Agrawal,2025-08-01,Scooter,Mumbai
RDR109,Shravya Bail,2025-03-06,Bike,Pune
RDR119,Ekanta Divan,2025-06-19,Scooter,Mumbai
RDR131,Aishani Menon,2024-12-23,Bike,Bangalore
RDR173,Jeevika Aggarwal,2025-07-12,Bicycle,Mumbai
RDR183,Ishaan Mangat,2025-04-22,Bicycle,Bangalore
RDR209,Anya Aurora,2025-07-12,Scooter,Mumbai
RDR227,Naksh Loke,2024-11-06,Bike,Pune
RDR230,Fariq Pal,2025-08-18,Scooter,Mumbai
RDR249,Advika Nair,2024-12-14,Scooter,Bangalore
RDR266,Noah Rajagopal,2025-12-01,Scooter,Pune
RDR270,Rudra Bedi,2026-01-01,Bike,Bangalore
RDR294,Chaitaly Dani,2026-05-12,Bike,Mumbai
RDR307,Aarnav Bumb,2025-08-07,Scooter,Mumbai
RDR311,Qabil Bera,2025-06-12,Bike,Bangalore
RDR313,Ekbal Samra,2024-10-19,Bike,Bangalore
RDR322,Jagrati Desai,2024-09-27,Bike,Bangalore
RDR357,Krish Dayal,2024-11-26,Bicycle,Mumbai
RDR371,Ekavir Oommen,2024-06-18,Bicycle,Pune
RDR384,Henry Zacharia,2025-01-26,Scooter,Mumbai
RDR386,Naveen Sankar,2025-03-03,Bike,Bangalore
RDR389,Xiti Nagy,2025-06-30,Bike,Pune
RDR414,Caleb Andra,2026-02-03,Scooter,Pune
RDR427,Joshua Salvi,2026-04-11,Bike,Pune
RDR453,Daksh Deep,2025-04-02,Scooter,Mumbai
RDR457,Anita Balan,2026-01-24,Bike,Bangalore
RDR481,Sudiksha Mital,2025-09-14,Scooter,Mumbai
RDR489,Shaurya Badal,2024-08-03,Bike,Bangalore
RDR498,Hiral Sharaf,2025-07-15,Scooter,Bangalore
